date,product_name,sku,quantity_sold,revenue,category,store_id
2026-07-20,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-07-21,Noise Cancelling Headphones,P0131,18,341982,Electronics,S0085
2026-07-22,Noise Cancelling Headphones,P0131,17,322983,Electronics,S0085
2026-07-23,Noise Cancelling Headphones,P0131,17,322983,Electronics,S0085
2026-07-24,Noise Cancelling Headphones,P0131,17,322983,Electronics,S0085
2026-07-25,Noise Cancelling Headphones,P0131,21,398979,Electronics,S0085
2026-07-26,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-07-27,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-07-28,Noise Cancelling Headphones,P0131,20,379980,Electronics,S0085
2026-07-29,Noise Cancelling Headphones,P0131,21,398979,Electronics,S0085
2026-07-30,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-07-31,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-08-01,Noise Cancelling Headphones,P0131,25,474975,Electronics,S0085
2026-08-02,Noise Cancelling Headphones,P0131,24,455976,Electronics,S0085
2026-08-03,Noise Cancelling Headphones,P0131,20,379980,Electronics,S0085
2026-08-04,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-08-05,Noise Cancelling Headphones,P0131,18,341982,Electronics,S0085
2026-08-06,Noise Cancelling Headphones,P0131,17,322983,Electronics,S0085
2026-08-07,Noise Cancelling Headphones,P0131,17,322983,Electronics,S0085
2026-08-08,Noise Cancelling Headphones,P0131,21,398979,Electronics,S0085
2026-08-09,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-08-10,Noise Cancelling Headphones,P0131,20,379980,Electronics,S0085
2026-08-11,Noise Cancelling Headphones,P0131,21,398979,Electronics,S0085
2026-08-12,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-08-13,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-08-14,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-08-15,Noise Cancelling Headphones,P0131,26,493974,Electronics,S0085
2026-08-16,Noise Cancelling Headphones,P0131,25,474975,Electronics,S0085
2026-08-17,Noise Cancelling Headphones,P0131,20,379980,Electronics,S0085
2026-08-18,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-08-19,Noise Cancelling Headphones,P0131,18,341982,Electronics,S0085
2026-08-20,Noise Cancelling Headphones,P0131,18,341982,Electronics,S0085
2026-08-21,Noise Cancelling Headphones,P0131,18,341982,Electronics,S0085
2026-08-22,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-08-23,Noise Cancelling Headphones,P0131,23,436977,Electronics,S0085
2026-08-24,Noise Cancelling Headphones,P0131,27,512973,Electronics,S0085
2026-08-25,Noise Cancelling Headphones,P0131,29,550971,Electronics,S0085
2026-08-26,Noise Cancelling Headphones,P0131,30,569970,Electronics,S0085
2026-08-27,Noise Cancelling Headphones,P0131,31,588969,Electronics,S0085
2026-08-28,Noise Cancelling Headphones,P0131,31,588969,Electronics,S0085
2026-08-29,Noise Cancelling Headphones,P0131,36,683964,Electronics,S0085
2026-08-30,Noise Cancelling Headphones,P0131,34,645966,Electronics,S0085
2026-08-31,Noise Cancelling Headphones,P0131,20,379980,Electronics,S0085
2026-09-01,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-09-02,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-09-03,Noise Cancelling Headphones,P0131,18,341982,Electronics,S0085
2026-09-04,Noise Cancelling Headphones,P0131,18,341982,Electronics,S0085
2026-09-05,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-09-06,Noise Cancelling Headphones,P0131,23,436977,Electronics,S0085
2026-09-07,Noise Cancelling Headphones,P0131,21,398979,Electronics,S0085
2026-09-08,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-09-09,Noise Cancelling Headphones,P0131,23,436977,Electronics,S0085
2026-09-10,Noise Cancelling Headphones,P0131,23,436977,Electronics,S0085
2026-09-11,Noise Cancelling Headphones,P0131,23,436977,Electronics,S0085
2026-09-12,Noise Cancelling Headphones,P0131,27,512973,Electronics,S0085
2026-09-13,Noise Cancelling Headphones,P0131,26,493974,Electronics,S0085
2026-09-14,Noise Cancelling Headphones,P0131,21,398979,Electronics,S0085
2026-09-15,Noise Cancelling Headphones,P0131,20,379980,Electronics,S0085
2026-09-16,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-09-17,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-09-18,Noise Cancelling Headphones,P0131,19,360981,Electronics,S0085
2026-09-19,Noise Cancelling Headphones,P0131,23,436977,Electronics,S0085
2026-09-20,Noise Cancelling Headphones,P0131,24,455976,Electronics,S0085
2026-09-21,Noise Cancelling Headphones,P0131,21,398979,Electronics,S0085
2026-09-22,Noise Cancelling Headphones,P0131,22,417978,Electronics,S0085
2026-06-15,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-06-16,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-06-17,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-06-18,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-06-19,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-06-20,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-06-21,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-06-22,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-06-23,Business Laptop 15,SG-LAPTOP-15,8,999992,Electronics,LAHORE-01
2026-06-24,Business Laptop 15,SG-LAPTOP-15,8,999992,Electronics,LAHORE-01
2026-06-25,Business Laptop 15,SG-LAPTOP-15,8,999992,Electronics,LAHORE-01
2026-06-26,Business Laptop 15,SG-LAPTOP-15,8,999992,Electronics,LAHORE-01
2026-06-27,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-06-28,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-06-29,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-06-30,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-01,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-02,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-03,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-04,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-07-05,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-06,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-07,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-08,Business Laptop 15,SG-LAPTOP-15,8,999992,Electronics,LAHORE-01
2026-07-09,Business Laptop 15,SG-LAPTOP-15,8,999992,Electronics,LAHORE-01
2026-07-10,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-11,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-12,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-13,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-14,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-15,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-16,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-17,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-18,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-07-19,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-20,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-21,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-22,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-23,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-24,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-07-25,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-26,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-27,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-07-28,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-29,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-30,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-07-31,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-01,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-08-02,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-08-03,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-04,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-05,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-06,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-07,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-08,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-09,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-08-10,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-11,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-12,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-13,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-14,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-15,Business Laptop 15,SG-LAPTOP-15,13,1624987,Electronics,LAHORE-01
2026-08-16,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-08-17,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-08-18,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-19,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-20,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-21,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-08-22,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-08-23,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-08-24,Business Laptop 15,SG-LAPTOP-15,15,1874985,Electronics,LAHORE-01
2026-08-25,Business Laptop 15,SG-LAPTOP-15,15,1874985,Electronics,LAHORE-01
2026-08-26,Business Laptop 15,SG-LAPTOP-15,15,1874985,Electronics,LAHORE-01
2026-08-27,Business Laptop 15,SG-LAPTOP-15,16,1999984,Electronics,LAHORE-01
2026-08-28,Business Laptop 15,SG-LAPTOP-15,15,1874985,Electronics,LAHORE-01
2026-08-29,Business Laptop 15,SG-LAPTOP-15,17,2124983,Electronics,LAHORE-01
2026-08-30,Business Laptop 15,SG-LAPTOP-15,16,1999984,Electronics,LAHORE-01
2026-08-31,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-09-01,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-09-02,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-09-03,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-09-04,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-09-05,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-09-06,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-09-07,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-09-08,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-09-09,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-09-10,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-09-11,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-09-12,Business Laptop 15,SG-LAPTOP-15,13,1624987,Electronics,LAHORE-01
2026-09-13,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-09-14,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-09-15,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-09-16,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-09-17,Business Laptop 15,SG-LAPTOP-15,9,1124991,Electronics,LAHORE-01
2026-09-18,Business Laptop 15,SG-LAPTOP-15,10,1249990,Electronics,LAHORE-01
2026-09-19,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-09-20,Business Laptop 15,SG-LAPTOP-15,13,1624987,Electronics,LAHORE-01
2026-09-21,Business Laptop 15,SG-LAPTOP-15,11,1374989,Electronics,LAHORE-01
2026-09-22,Business Laptop 15,SG-LAPTOP-15,12,1499988,Electronics,LAHORE-01
2026-06-15,Premium Basmati Rice 10kg,SG-RICE-10KG,35,147000,Food,LAHORE-01
2026-06-16,Premium Basmati Rice 10kg,SG-RICE-10KG,36,151200,Food,LAHORE-01
2026-06-17,Premium Basmati Rice 10kg,SG-RICE-10KG,36,151200,Food,LAHORE-01
2026-06-18,Premium Basmati Rice 10kg,SG-RICE-10KG,35,147000,Food,LAHORE-01
2026-06-19,Premium Basmati Rice 10kg,SG-RICE-10KG,34,142800,Food,LAHORE-01
2026-06-20,Premium Basmati Rice 10kg,SG-RICE-10KG,38,159600,Food,LAHORE-01
2026-06-21,Premium Basmati Rice 10kg,SG-RICE-10KG,36,151200,Food,LAHORE-01
2026-06-22,Premium Basmati Rice 10kg,SG-RICE-10KG,29,121800,Food,LAHORE-01
2026-06-23,Premium Basmati Rice 10kg,SG-RICE-10KG,29,121800,Food,LAHORE-01
2026-06-24,Premium Basmati Rice 10kg,SG-RICE-10KG,29,121800,Food,LAHORE-01
2026-06-25,Premium Basmati Rice 10kg,SG-RICE-10KG,30,126000,Food,LAHORE-01
2026-06-26,Premium Basmati Rice 10kg,SG-RICE-10KG,31,130200,Food,LAHORE-01
2026-06-27,Premium Basmati Rice 10kg,SG-RICE-10KG,39,163800,Food,LAHORE-01
2026-06-28,Premium Basmati Rice 10kg,SG-RICE-10KG,41,172200,Food,LAHORE-01
2026-06-29,Premium Basmati Rice 10kg,SG-RICE-10KG,36,151200,Food,LAHORE-01
2026-06-30,Premium Basmati Rice 10kg,SG-RICE-10KG,37,155400,Food,LAHORE-01
2026-07-01,Premium Basmati Rice 10kg,SG-RICE-10KG,37,155400,Food,LAHORE-01
2026-07-02,Premium Basmati Rice 10kg,SG-RICE-10KG,36,151200,Food,LAHORE-01
2026-07-03,Premium Basmati Rice 10kg,SG-RICE-10KG,35,147000,Food,LAHORE-01
2026-07-04,Premium Basmati Rice 10kg,SG-RICE-10KG,39,163800,Food,LAHORE-01
2026-07-05,Premium Basmati Rice 10kg,SG-RICE-10KG,37,155400,Food,LAHORE-01
2026-07-06,Premium Basmati Rice 10kg,SG-RICE-10KG,30,126000,Food,LAHORE-01
2026-07-07,Premium Basmati Rice 10kg,SG-RICE-10KG,30,126000,Food,LAHORE-01
2026-07-08,Premium Basmati Rice 10kg,SG-RICE-10KG,30,126000,Food,LAHORE-01
2026-07-09,Premium Basmati Rice 10kg,SG-RICE-10KG,30,126000,Food,LAHORE-01
2026-07-10,Premium Basmati Rice 10kg,SG-RICE-10KG,32,134400,Food,LAHORE-01
2026-07-11,Premium Basmati Rice 10kg,SG-RICE-10KG,40,168000,Food,LAHORE-01
2026-07-12,Premium Basmati Rice 10kg,SG-RICE-10KG,42,176400,Food,LAHORE-01
2026-07-13,Premium Basmati Rice 10kg,SG-RICE-10KG,37,155400,Food,LAHORE-01
2026-07-14,Premium Basmati Rice 10kg,SG-RICE-10KG,38,159600,Food,LAHORE-01
2026-07-15,Premium Basmati Rice 10kg,SG-RICE-10KG,38,159600,Food,LAHORE-01
2026-07-16,Premium Basmati Rice 10kg,SG-RICE-10KG,37,155400,Food,LAHORE-01
2026-07-17,Premium Basmati Rice 10kg,SG-RICE-10KG,36,151200,Food,LAHORE-01
2026-07-18,Premium Basmati Rice 10kg,SG-RICE-10KG,40,168000,Food,LAHORE-01
2026-07-19,Premium Basmati Rice 10kg,SG-RICE-10KG,38,159600,Food,LAHORE-01
2026-07-20,Premium Basmati Rice 10kg,SG-RICE-10KG,31,130200,Food,LAHORE-01
2026-07-21,Premium Basmati Rice 10kg,SG-RICE-10KG,30,126000,Food,LAHORE-01
2026-07-22,Premium Basmati Rice 10kg,SG-RICE-10KG,30,126000,Food,LAHORE-01
2026-07-23,Premium Basmati Rice 10kg,SG-RICE-10KG,31,130200,Food,LAHORE-01
2026-07-24,Premium Basmati Rice 10kg,SG-RICE-10KG,33,138600,Food,LAHORE-01
2026-07-25,Premium Basmati Rice 10kg,SG-RICE-10KG,41,172200,Food,LAHORE-01
2026-07-26,Premium Basmati Rice 10kg,SG-RICE-10KG,43,180600,Food,LAHORE-01
2026-07-27,Premium Basmati Rice 10kg,SG-RICE-10KG,38,159600,Food,LAHORE-01
2026-07-28,Premium Basmati Rice 10kg,SG-RICE-10KG,39,163800,Food,LAHORE-01
2026-07-29,Premium Basmati Rice 10kg,SG-RICE-10KG,39,163800,Food,LAHORE-01
2026-07-30,Premium Basmati Rice 10kg,SG-RICE-10KG,38,159600,Food,LAHORE-01
2026-07-31,Premium Basmati Rice 10kg,SG-RICE-10KG,37,155400,Food,LAHORE-01
2026-08-01,Premium Basmati Rice 10kg,SG-RICE-10KG,41,172200,Food,LAHORE-01
2026-08-02,Premium Basmati Rice 10kg,SG-RICE-10KG,39,163800,Food,LAHORE-01
2026-08-03,Premium Basmati Rice 10kg,SG-RICE-10KG,32,134400,Food,LAHORE-01
2026-08-04,Premium Basmati Rice 10kg,SG-RICE-10KG,31,130200,Food,LAHORE-01
2026-08-05,Premium Basmati Rice 10kg,SG-RICE-10KG,31,130200,Food,LAHORE-01
2026-08-06,Premium Basmati Rice 10kg,SG-RICE-10KG,32,134400,Food,LAHORE-01
2026-08-07,Premium Basmati Rice 10kg,SG-RICE-10KG,34,142800,Food,LAHORE-01
2026-08-08,Premium Basmati Rice 10kg,SG-RICE-10KG,42,176400,Food,LAHORE-01
2026-08-09,Premium Basmati Rice 10kg,SG-RICE-10KG,44,184800,Food,LAHORE-01
2026-08-10,Premium Basmati Rice 10kg,SG-RICE-10KG,39,163800,Food,LAHORE-01
2026-08-11,Premium Basmati Rice 10kg,SG-RICE-10KG,40,168000,Food,LAHORE-01
2026-08-12,Premium Basmati Rice 10kg,SG-RICE-10KG,40,168000,Food,LAHORE-01
2026-08-13,Premium Basmati Rice 10kg,SG-RICE-10KG,39,163800,Food,LAHORE-01
2026-08-14,Premium Basmati Rice 10kg,SG-RICE-10KG,38,159600,Food,LAHORE-01
2026-08-15,Premium Basmati Rice 10kg,SG-RICE-10KG,43,180600,Food,LAHORE-01
2026-08-16,Premium Basmati Rice 10kg,SG-RICE-10KG,40,168000,Food,LAHORE-01
2026-08-17,Premium Basmati Rice 10kg,SG-RICE-10KG,33,138600,Food,LAHORE-01
2026-08-18,Premium Basmati Rice 10kg,SG-RICE-10KG,32,134400,Food,LAHORE-01
2026-08-19,Premium Basmati Rice 10kg,SG-RICE-10KG,32,134400,Food,LAHORE-01
2026-08-20,Premium Basmati Rice 10kg,SG-RICE-10KG,33,138600,Food,LAHORE-01
2026-08-21,Premium Basmati Rice 10kg,SG-RICE-10KG,35,147000,Food,LAHORE-01
2026-08-22,Premium Basmati Rice 10kg,SG-RICE-10KG,43,180600,Food,LAHORE-01
2026-08-23,Premium Basmati Rice 10kg,SG-RICE-10KG,45,189000,Food,LAHORE-01
2026-08-24,Premium Basmati Rice 10kg,SG-RICE-10KG,54,226800,Food,LAHORE-01
2026-08-25,Premium Basmati Rice 10kg,SG-RICE-10KG,55,231000,Food,LAHORE-01
2026-08-26,Premium Basmati Rice 10kg,SG-RICE-10KG,56,235200,Food,LAHORE-01
2026-08-27,Premium Basmati Rice 10kg,SG-RICE-10KG,54,226800,Food,LAHORE-01
2026-08-28,Premium Basmati Rice 10kg,SG-RICE-10KG,53,222600,Food,LAHORE-01
2026-08-29,Premium Basmati Rice 10kg,SG-RICE-10KG,59,247800,Food,LAHORE-01
2026-08-30,Premium Basmati Rice 10kg,SG-RICE-10KG,56,235200,Food,LAHORE-01
2026-08-31,Premium Basmati Rice 10kg,SG-RICE-10KG,34,142800,Food,LAHORE-01
2026-09-01,Premium Basmati Rice 10kg,SG-RICE-10KG,33,138600,Food,LAHORE-01
2026-09-02,Premium Basmati Rice 10kg,SG-RICE-10KG,33,138600,Food,LAHORE-01
2026-09-03,Premium Basmati Rice 10kg,SG-RICE-10KG,34,142800,Food,LAHORE-01
2026-09-04,Premium Basmati Rice 10kg,SG-RICE-10KG,35,147000,Food,LAHORE-01
2026-09-05,Premium Basmati Rice 10kg,SG-RICE-10KG,44,184800,Food,LAHORE-01
2026-09-06,Premium Basmati Rice 10kg,SG-RICE-10KG,47,197400,Food,LAHORE-01
2026-09-07,Premium Basmati Rice 10kg,SG-RICE-10KG,41,172200,Food,LAHORE-01
2026-09-08,Premium Basmati Rice 10kg,SG-RICE-10KG,42,176400,Food,LAHORE-01
2026-09-09,Premium Basmati Rice 10kg,SG-RICE-10KG,42,176400,Food,LAHORE-01
2026-09-10,Premium Basmati Rice 10kg,SG-RICE-10KG,41,172200,Food,LAHORE-01
2026-09-11,Premium Basmati Rice 10kg,SG-RICE-10KG,40,168000,Food,LAHORE-01
2026-09-12,Premium Basmati Rice 10kg,SG-RICE-10KG,45,189000,Food,LAHORE-01
2026-09-13,Premium Basmati Rice 10kg,SG-RICE-10KG,43,180600,Food,LAHORE-01
2026-09-14,Premium Basmati Rice 10kg,SG-RICE-10KG,35,147000,Food,LAHORE-01
2026-09-15,Premium Basmati Rice 10kg,SG-RICE-10KG,34,142800,Food,LAHORE-01
2026-09-16,Premium Basmati Rice 10kg,SG-RICE-10KG,34,142800,Food,LAHORE-01
2026-09-17,Premium Basmati Rice 10kg,SG-RICE-10KG,35,147000,Food,LAHORE-01
2026-09-18,Premium Basmati Rice 10kg,SG-RICE-10KG,36,151200,Food,LAHORE-01
2026-09-19,Premium Basmati Rice 10kg,SG-RICE-10KG,45,189000,Food,LAHORE-01
2026-09-20,Premium Basmati Rice 10kg,SG-RICE-10KG,48,201600,Food,LAHORE-01
2026-09-21,Premium Basmati Rice 10kg,SG-RICE-10KG,42,176400,Food,LAHORE-01
2026-09-22,Premium Basmati Rice 10kg,SG-RICE-10KG,43,180600,Food,LAHORE-01
2026-06-15,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-06-16,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-06-17,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-06-18,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-06-19,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
2026-06-20,Performance Running Shoes,SG-SHOES-001,17,314500,Sports,ISLAMABAD-01
2026-06-21,Performance Running Shoes,SG-SHOES-001,16,296000,Sports,ISLAMABAD-01
2026-06-22,Performance Running Shoes,SG-SHOES-001,13,240500,Sports,ISLAMABAD-01
2026-06-23,Performance Running Shoes,SG-SHOES-001,13,240500,Sports,ISLAMABAD-01
2026-06-24,Performance Running Shoes,SG-SHOES-001,14,259000,Sports,ISLAMABAD-01
2026-06-25,Performance Running Shoes,SG-SHOES-001,15,277500,Sports,ISLAMABAD-01
